z_cl,M_200,conc,ra,dec
0.023417586993022717,55350920226664.38,5.151820186744854,130.0695640481434,-5.668675983544233
0.051455287420988746,129232053976386.62,4.653409245057069,130.87849035933522,3.5035297249627915
0.038757714197160356,54700886390902.39,5.159128609161683,138.89730226770524,0.06485365668151122
0.03431762562186473,132499225533775.14,4.63948822889982,128.24345710447693,5.387372577458216
0.0204369769853189,55605333441858.87,5.148985917591018,136.79572790190497,5.573048549240766
0.0158527714600329,32690651818540.207,5.487883057951952,137.58165753113377,5.786480924993197
0.037380263816440565,57578186492871.88,5.127488796580445,141.97110160479994,-1.055899954368166
0.0433368462247731,104905384609047.03,4.771335378620163,141.4500682042812,2.256887190333436
0.03666204314893437,54711844419760.44,5.159004601944948,131.8981400858355,1.4102290466892358
0.044105198855587974,38112679400604.23,5.387748816350664,141.96574629128776,3.4821510482329723
0.09142833660142599,36509061733792.836,5.415612691429039,136.83146423848413,2.7231037437686476
0.07744725302262215,39454866455282.46,5.365418577289439,135.7331195181837,6.764936219573905
0.07722883770970597,1030715359790354.8,3.627095814628444,138.42333337158016,1.0659071868929253
0.06867654498172025,45195417235511.25,5.278668023057294,133.0420145482792,0.5192294935555593
0.10453108803475364,50011212757096.28,5.214919293289707,141.38006677502392,5.5196296797665765
0.10445294229667554,38567344894107.76,5.380087128647687,137.6140272640755,-2.9551502964349976
0.08998975384721634,38379723358543.64,5.383236465391773,141.5555280241344,8.229405391122807
0.07942679630380246,75631088722998.72,4.962398486519992,131.08815808824755,5.471646977949908
0.0805143329184045,33691544054157.137,5.46805870110834,130.30976293810605,-3.495722880291062
0.07819525900113404,43051239730350.016,5.309546131759083,139.72868248787947,-2.1205700457214602
0.10351929686405556,34002449124890.418,5.462034689495153,130.06835536499688,-0.042168835794186954
0.08645257629000863,49157628483274.12,5.2257035294663,129.44212471758294,3.2774129425302005
0.10575037247459579,98871865224679.48,4.805371305075669,133.40360751008768,-4.283477164739104
0.09644626373036327,79965738427168.88,4.929322170896824,141.15917188575148,-5.445573427875576
0.06477446713136759,40174018404881.63,5.3538012536040585,139.95680134153338,-4.390109815537443
0.08763775794442466,37336717656717.445,5.401064226318842,134.30193261547387,5.0276961738808685
0.06644942106153759,56053135431517.125,5.144032321022046,132.17291753611747,6.328928855285079
0.07291489738919374,153246002226858.9,4.559203522542839,140.6921717979591,0.4770931114325716
0.10931761573972312,66723196171316.695,5.037585809981545,131.54715999106512,8.25857200883338
0.10961372875308772,43782719850831.21,5.298822228550528,128.60693305342218,-1.8281638896566292
0.10268563339407831,78454756266768.48,4.940619005287714,134.90639660593268,8.64648583030798
0.08476379716472796,47872747466574.734,5.2423386875104185,135.01973701126505,-2.047609091489059
0.09316685355285151,49639810128963.65,5.2195860838079895,129.33594991361744,1.9546921565679636
0.10384035303073605,92182936617960.1,4.845935320893688,135.611034199404,-1.1580147655844097
0.08458659818391169,58229080615728.766,5.1205768211126985,130.0323585745047,4.468279658040674
0.06547641197801637,58705921786553.71,5.115567841658013,133.32150857522967,1.5356491515321489
0.09705949006360882,68847524718906.27,5.018675066929323,137.94635537956705,5.834718717373874
0.06360457929605401,33104355237056.0,5.479607632451018,141.13700578686613,-1.2668618231103332
0.07841481863245246,118792655502250.61,4.700682593299392,127.44295347760365,5.215570667044328
0.08754571255863135,168331955046115.75,4.508122304601456,134.94494256629616,8.328989183319422
0.10614207110350853,145970944706580.34,4.585890786187996,136.53772412022664,-4.959870564962472
0.08445597478221228,61850582240504.03,5.08363572346706,140.62454304944646,8.648537827464096
0.10064680920687163,66841272837302.24,5.036517097502822,141.16785277740627,8.50756621126829
0.07150136278798677,48543855504212.65,5.233588421798474,140.12511102305564,7.180178296454881
0.07010625232849524,58798338522979.016,5.114602321807862,138.57301283165648,1.5360900763208845
0.09903658706211602,44774080253768.37,5.284604340793475,134.31420013087228,3.4112975483870214
0.10097343364136972,57213958922893.25,5.131394897253548,129.6064542451389,1.1546880054727797
0.09741789244988032,36030995144296.72,5.4241854212856975,133.1550658440823,5.9690702357807846
0.08657285362384212,33688393542052.305,5.468120062810053,127.58270280553701,3.348578111420884
0.06806657383091927,98128498376956.5,4.809725151280914,141.63316984612072,-4.120589790773156
0.0908582861422523,41813002935070.3,5.3281729684850205,131.07214575079186,8.687494469339018
0.09408870191071839,94540881114684.86,4.831270126597428,142.0526818734893,-1.9949337972612207
0.07720294951364494,40954038247164.4,5.341461103112129,138.0861709944631,5.669661558136899
0.06979892096887631,64669906839410.445,5.056516278702833,138.4196453883658,7.353340024789239
0.06283687587925167,31657213329817.645,5.509078439805206,128.90885052637267,-3.4816714815532785
0.06682516568140016,57424254836148.05,5.129136226175709,138.70243267310437,3.96509603986689
0.09936214395222026,73043950344274.02,4.9831684435279895,136.1431174191244,3.989680340389751
0.07891823704287829,45536665084555.91,5.27390535087942,139.29807704861585,2.5449263960531825
0.1012993958078835,293873639975297.7,4.216541723312627,142.09329051827802,-5.509370525834693
0.06905673253980356,50768873459970.08,5.20551826622296,137.2890454687204,4.783918431478432
0.07773753939248282,48316466481781.164,5.2365379838936965,140.02735874611875,-1.0159313918290014
0.09843305939168338,31885374052310.312,5.504332951185829,140.73734011367864,4.522335654889102
0.09963601291788754,58782422393225.766,5.114768483679324,130.05550322988682,-2.888931817449829
0.12784561111118697,91844057339562.52,4.848077465573876,139.41184431655236,-0.7706403687947025
0.13025059395967684,94964693599636.72,4.828677687897228,133.50133213593082,0.914356673853046
0.13278967099742894,44789667116108.38,5.284383621093491,135.43010007776712,1.58629465699679
0.1166324681811771,51294366304563.44,5.19908978751043,138.61286665307424,0.40153571456589
0.13338656139350236,34106822539352.723,5.460026198775112,131.0795985166289,8.612824579014774
0.13749999618732736,84214769520326.03,4.898792973355758,141.66794658580474,4.756034324635633
0.116695113503852,34727960838344.504,5.44821407692924,127.66542879852936,-5.695307909596586
0.12795901300412818,97187718583599.92,4.815288491083188,137.4832439228523,-3.703357776681858
0.13192554524986608,87375264540514.34,4.877183069404245,128.78988120651925,8.743401676443536
0.14073714005173174,157862770512840.72,4.542993458900918,141.16638033409146,2.680419894677269
0.1594123825670763,35730624166664.445,5.429637124442461,133.90519157014865,3.2616946393774144
0.1518480631936487,45535815786272.56,5.273917154551565,132.90718349340477,3.7535969003555527
0.12951826074533315,57613094502587.79,5.12711588517857,133.51496719549013,2.8957596714533738
0.13253081144107937,91779807423030.06,4.848484604371119,134.8996122734336,5.682265569858973
0.1234017185869808,40690792276368.72,5.345596087780579,140.90580717307532,-5.240672931430501
0.13421840918788097,44729838655418.03,5.285231298539532,141.06054653273506,2.7371908864039094
0.12158605856795243,43076385414063.9,5.3091741047990295,138.81639317479315,3.240078161002887
0.11458076305824932,57245449499405.75,5.131056083160103,138.7540559632636,-4.3481000965957435
0.15797230365344242,53555868987634.35,5.17224191610976,131.59335560103816,-0.6350931016812895
0.12345579897240648,42576067337442.73,5.3166223505444865,135.6385441186062,0.9794499769325071
0.15877458373544612,32438903790493.133,5.492976456681886,129.0476239880971,5.821346645404721
0.13263912269687128,63932895724911.68,5.063475965827272,137.88788906838315,5.052693100127839
0.11521505594636175,36349284370552.45,5.418463773834835,135.9905508269822,-3.467303720184397
0.11420022330523188,37507166842146.42,5.3981129405588195,133.70877599452845,5.572163365922825
0.13671538905393568,33365517077755.113,5.4744429566224095,138.49272135038115,1.4182385894533525
0.15050064689996745,89932161832685.48,4.860331304608295,130.6241945202274,3.826464159786757
0.13946548768072603,278962107596510.5,4.242972843110001,128.41320267792585,-2.662880410558994
0.11134523634129682,71183503965498.7,4.9986203683106565,131.37429570593673,-5.350271134875556
0.15908436407422227,46503066655824.87,5.260631568003322,140.65928025452322,5.130102586742908
0.1453397155619945,36262715946782.82,5.420014377708042,130.17132444083708,8.090587451027037
0.13454109811746498,75934841704095.78,4.960012225331683,138.83763260581568,6.354366116701146
0.14919521231521526,52626173774661.555,5.183122371796511,136.52691786963445,-2.8490723969766
0.14349243132801504,117927961870306.9,4.704805378021389,130.95679655808158,-3.1261135135387104
0.12380344634197857,40571773678570.46,5.3474754406089025,128.76934912045357,-1.575619644147384
0.1495175741840205,43072496349839.016,5.309231627071225,128.72589285831629,2.0806453670503915
0.12565049685006524,38844451418457.945,5.375466985092928,141.5084755923443,8.265368663070554
0.15226607619302399,33656615464425.973,5.4687393557283706,131.28120556922195,6.897965474256812
0.1459614897385547,65648761442800.59,5.047408950784151,140.61634366747234,5.954321097232946
0.149638738539151,41587814453823.72,5.331626848131373,130.97558316258198,5.44259070587766
0.11106443816811853,35054661213740.97,5.4420958305515095,131.6073738547182,7.742207713566006
0.1242981248893943,374515384590690.0,4.095616825132668,130.79409823655578,-3.520109059342472
0.13197258470911266,61578064327037.38,5.0863302379930735,132.88683553407765,-2.8980372098411373
0.13191647932178419,40857171286536.52,5.342979188087923,137.54774833806584,-3.1803817770056257
0.1432866370758142,115794472660084.53,4.71512421714742,131.87577434671326,1.4607972659990178
0.12944416830432776,155534088508723.34,4.551102400994275,128.12962002546334,2.9749648332408976
0.1270504435640609,391162577692996.7,4.074298105916473,138.59692534981235,-0.6732851227125618
0.12364242919067284,88974036851579.34,4.86658241512942,134.87719735124455,3.5069828696233403
0.12911885427036726,97730887803731.48,4.812069117974178,140.58583840435804,5.5590199787724
0.1406682916535647,55813516418070.09,5.146677456172524,135.98649655308952,5.2938795733988036
0.13770303487832355,165863930859586.28,4.516119690872326,141.25134132725685,1.1355235160639117
0.13228133772740905,40079995673400.01,5.355306823226299,131.51005770798565,3.046643318095561
0.13453723680069457,148305936096424.0,4.577165900572465,136.01654293872838,-0.620900158884309
0.1235979144862898,83160840368328.95,4.906201869684286,128.85904426941332,6.5801566484891945
0.11334406037047512,414368733716375.44,4.046217653670897,140.8392638709307,2.037589663553275
0.14366592108526582,200866120086331.12,4.413538049818374,132.28386562200635,6.944154982927407
0.14833476003063784,43933553772943.016,5.296635875680403,135.2246793929777,1.2571193503135092
0.13759261636049114,32454243986558.594,5.49266482705676,140.98707134627824,1.5292930009999228
0.1566730485532811,37339618431441.24,5.401013873990206,130.95134868021395,5.3112257434150765
0.15956233567077208,32673188707537.895,5.488234953746627,141.5357154462127,1.6799325940763863
0.12690910139264266,144211544166037.1,4.592568838439212,131.87783685291456,4.3238458596044
0.13805156691941925,53525578925741.43,5.172593064555561,135.2582732132313,2.05665959230675
0.12756503606975525,87571755124828.38,4.875868579830014,139.63059457734454,-3.9492577179255113
0.11513993653503624,81226730927967.6,4.9200758827649915,130.0340536956566,1.494079560416984
0.14139111933346135,52022535045811.38,5.190302817364125,131.35933546520897,5.830833727030547
0.14157285090294414,61291671857647.625,5.0891763679738515,132.9694548021667,2.4350295791785106
0.15224324612394577,35269811476384.98,5.4381014011857935,138.39010154294422,5.214989323225859
0.13882051995682648,51469887291168.62,5.196959015658087,132.9440097451955,-4.214127810927709
0.12775322585877763,33469611019560.504,5.472397025392079,139.44044162198716,-4.676636699515796
